Time [s],Channel 0,Channel 1,Channel 2,Channel 3
11.200929208,0,0,1,0
11.201622958,0,1,1,0
11.201657833,0,1,1,1
11.229729958,1,1,1,1
11.250930625,0,1,1,1
11.251627583,0,0,1,1
11.251669708,0,0,1,0
11.279730042,1,0,1,0
11.300929375,0,0,1,0
11.301635417,0,1,1,0
11.329730125,1,1,1,0
11.350933292,0,1,1,0
11.379731500,1,1,1,0
11.380443917,1,0,1,0
11.400929583,0,0,1,0
11.401647917,0,1,1,0
11.429734875,1,1,1,0
11.430450125,1,0,1,0
11.450929667,0,0,1,0
11.451654167,0,1,1,0
11.479730417,1,1,1,0
11.480456375,1,0,1,0
11.500929750,0,0,1,0
11.529730417,1,0,1,0
11.550929833,0,0,1,0
11.579731875,1,0,1,0
11.580470500,1,1,1,0
11.600929917,0,1,1,0
11.601671250,0,0,1,0
11.629730667,1,0,1,0
11.650931292,0,0,1,0
11.651679417,0,1,1,0
11.679730750,1,1,1,0
11.700930083,0,1,1,0
11.729730833,1,1,1,0
11.730487542,1,0,1,0
11.750930167,0,0,1,0
11.779730917,1,0,1,0
11.800930250,0,0,1,0
11.829731000,1,0,1,0
11.850930333,0,0,1,0
11.879731042,1,0,1,0
11.900931708,0,0,1,0
11.929731125,1,0,1,0
11.950930500,0,0,1,0
11.979731208,1,0,1,0
12.000930583,0,0,1,0
12.029731333,1,0,1,0
12.050931958,0,0,1,0
12.079731417,1,0,1,0
12.080378042,1,0,0,0
12.100930750,0,0,0,0
12.101588833,0,0,1,0
12.129731500,1,0,1,0
12.130391417,1,0,0,0
12.150930833,0,0,0,0
12.151597667,0,0,1,0
12.179731542,1,0,1,0
12.180400250,1,0,0,0
12.200930875,0,0,0,0
12.201606667,0,0,1,0
12.229732208,1,0,1,0
12.230310125,1,0,0,0
12.250930958,0,0,0,0
12.251615417,0,0,1,0
12.251633125,0,0,1,1
12.279731750,1,0,1,1
12.280418000,1,0,0,1
12.300931042,0,0,0,1
12.301624250,0,0,1,1
12.301652167,0,0,1,0
12.329731792,1,0,1,0
12.330327000,1,0,0,0
12.330361333,1,0,0,1
12.350931125,0,0,0,1
12.351633125,0,0,1,1
12.351665625,0,0,1,0
12.379731875,1,0,1,0
12.380336750,1,0,0,0
12.380374167,1,0,0,1
12.400931208,0,0,0,1
12.401479042,0,0,0,0
12.401542083,0,0,1,0
12.429732000,1,0,1,0
12.430387667,1,0,1,1
12.430444583,1,0,0,1
12.450931292,0,0,0,1
12.451592667,0,0,0,0
12.451650833,0,0,1,0
12.479732042,1,0,1,0
12.480401125,1,0,1,1
12.480401167,1,0,1,0
12.480401375,1,0,1,1
12.480453458,1,0,0,1
12.500931375,0,0,0,1
12.501560083,0,0,1,1
12.501606125,0,0,1,0
12.529732125,1,0,1,0
12.530414583,1,0,1,1
12.530462292,1,0,0,1
12.550931458,0,0,0,1
12.551568458,0,0,1,1
12.551568500,0,0,0,1
12.551568917,0,0,1,1
12.551619583,0,0,1,0
12.579732208,1,0,1,0
12.580428083,1,0,1,1
12.580471167,1,0,0,1
12.600931542,0,0,0,1
12.601577625,0,0,1,1
12.601633042,0,0,1,0
12.629732292,1,0,1,0
12.630341333,1,0,1,1
12.630380167,1,0,0,1
12.650932958,0,0,0,1
12.651646500,0,0,0,0
12.651687458,0,0,1,0
12.679732333,1,0,1,0
12.680389917,1,0,0,0
12.680455000,1,0,0,1
12.700931708,0,0,0,1
12.701562917,0,0,0,0
12.701595292,0,0,1,0
12.729732417,1,0,1,0
12.730397875,1,0,0,0
12.730468500,1,0,0,1
12.750931792,0,0,0,1
12.751573208,0,0,0,0
12.751603917,0,0,1,0
12.779732542,1,0,1,0
12.780381708,1,0,1,1
12.780407625,1,0,0,1
12.800931875,0,0,0,1
12.801487042,0,0,0,0
12.801513500,0,0,1,0
12.829732625,1,0,1,0
12.830395208,1,0,1,1
12.830415625,1,0,0,1
12.850931958,0,0,0,1
12.851600125,0,0,0,0
12.851621875,0,0,1,0
12.879732750,1,0,1,0
12.880308750,1,0,1,1
12.880324292,1,0,0,1
12.900932042,0,0,0,1
12.901613625,0,0,0,0
12.901630750,0,0,1,0
12.929732792,1,0,1,0
12.930422083,1,0,1,1
12.930433333,1,0,0,1
12.950932125,0,0,0,1
12.951627083,0,0,0,0
12.951639583,0,0,1,0
12.979732875,1,0,1,0
12.980435667,1,0,1,1
12.980442208,1,0,0,1
13.000932208,0,0,0,1
13.001540667,0,0,0,0
13.001548083,0,0,1,0
13.029732958,1,0,1,0
13.030448875,1,0,1,1
13.030451083,1,0,0,1
13.050932292,0,0,0,1
13.051557417,0,0,1,1
13.051654000,0,0,1,0
13.079733042,1,0,1,0
13.080360292,1,0,0,0
13.080362625,1,0,0,1
13.100932375,0,0,0,1
13.101566042,0,0,1,1
13.101568125,0,0,1,0
13.129733125,1,0,1,0
13.130368708,1,0,0,0
13.130376000,1,0,0,1
13.150932458,0,0,0,1
13.151574833,0,0,1,1
13.151584125,0,0,1,0
13.179733208,1,0,1,0
13.180377500,1,0,0,0
13.180389542,1,0,0,1
13.200932542,0,0,0,1
13.201484125,0,0,1,1
13.201494333,0,0,1,0
13.229733333,1,0,1,0
13.230386333,1,0,0,0
13.230403208,1,0,0,1
13.250932625,0,0,0,1
13.251592042,0,0,1,1
13.251592083,0,0,0,1
13.251592333,0,0,1,1
13.251607958,0,0,1,0
13.279733375,1,0,1,0
13.280396083,1,0,0,0
13.280416500,1,0,0,1
13.300932708,0,0,0,1
13.301601458,0,0,1,1
13.301621417,0,0,1,0
13.329733458,1,0,1,0
13.330329708,1,0,1,1
13.330404083,1,0,0,1
13.350932792,0,0,0,1
13.351481542,0,1,0,1
13.351510458,0,1,1,1
13.351534708,0,1,1,0
13.379733500,1,1,1,0
13.380412917,1,1,0,0
13.380443375,1,1,0,1
13.400932875,0,1,0,1
13.401595625,0,0,0,1
13.401619208,0,0,1,1
13.401648542,0,0,1,0
13.429733125,1,0,1,0
13.430321917,1,0,0,0
13.430357208,1,0,0,1
13.430401333,1,1,0,1
13.450932958,0,1,0,1
13.451562917,0,1,0,0
13.451601875,0,0,0,0
13.451628042,0,0,1,0
13.479733625,1,0,1,0
13.480307500,1,1,1,0
13.480330792,1,1,0,0
13.480370125,1,1,0,1
13.500933042,0,1,0,1
13.501575083,0,1,0,0
13.501608125,0,0,0,0
13.501636958,0,0,1,0
13.529733792,1,0,1,0
13.530313708,1,1,1,0
13.530339667,1,1,0,0
13.530383583,1,1,0,1
13.550933083,0,1,0,1
13.551588542,0,1,0,0
13.551614375,0,0,0,0
13.551645708,0,0,1,0
13.551645750,0,0,0,0
13.551645958,0,0,1,0
13.579733833,1,0,1,0
13.580320208,1,1,1,0
13.580348542,1,1,0,0
13.580397042,1,1,0,1
13.600933167,0,1,0,1
13.601602000,0,1,0,0
13.601620583,0,0,0,0
13.601654708,0,0,1,0
13.629733917,1,0,1,0
13.630326208,1,1,1,0
13.630357375,1,1,0,0
13.650933250,0,1,0,0
13.651617042,0,1,0,1
13.651626833,0,0,0,1
13.651663542,0,0,1,1
13.679734042,1,0,1,1
13.680332458,1,1,1,1
13.680366250,1,1,0,1
13.700933333,0,1,0,1
13.701574333,0,1,1,1
13.701628917,0,1,1,0
13.701633083,0,0,1,0
13.729734083,1,0,1,0
13.730338708,1,1,1,0
13.730376000,1,1,0,0
13.750933417,0,1,0,0
13.751581375,0,1,1,0
13.751639333,0,0,1,0
13.751643958,0,0,1,1
13.779734167,1,0,1,1
13.780344958,1,1,1,1
13.780383958,1,1,0,1
13.800933500,0,1,0,1
13.801590208,0,1,1,1
13.801645542,0,0,1,1
13.801655833,0,0,1,0
13.829734250,1,0,1,0
13.830292875,1,0,0,0
13.830351417,1,1,0,0
13.850933625,0,1,0,0
13.851599125,0,1,1,0
13.851651792,0,0,1,0
13.879734333,1,0,1,0
13.880357292,1,1,1,0
13.880401708,1,1,0,0
13.900933667,0,1,0,0
13.901558167,0,0,0,0
13.901608000,0,0,1,0
13.929734458,1,0,1,0
13.930310417,1,0,0,0
13.930363625,1,1,0,0
13.950933750,0,1,0,0
13.951616833,0,1,1,0
13.951664292,0,0,1,0
13.979734500,1,0,1,0
13.980419417,1,0,0,0
13.980469750,1,1,0,0
14.000933833,0,1,0,0
14.001525542,0,1,1,0
14.001570667,0,0,1,0
14.029734625,1,0,1,0
14.030328125,1,0,0,0
14.030376125,1,1,0,0
14.050933958,0,1,0,0
14.051576875,0,0,0,0
14.051634792,0,0,1,0
14.079734750,1,0,1,0
14.080337000,1,0,0,0
14.080382375,1,1,0,0
14.100934000,0,1,0,0
14.101583125,0,0,0,0
14.101643167,0,0,1,0
14.101643208,0,0,0,0
14.101643292,0,0,1,0
14.129734792,1,0,1,0
14.130345833,1,0,0,0
14.130388583,1,1,0,0
14.150934125,0,1,0,0
14.151589375,0,0,0,0
14.151655708,0,0,1,0
14.179734833,1,0,1,0
14.180295917,1,1,1,0
14.180354708,1,1,0,0
14.200934167,0,1,0,0
14.201560958,0,1,1,0
14.201595583,0,0,1,0
14.229734917,1,0,1,0
14.230363583,1,0,0,0
14.230401042,1,1,0,0
14.250934250,0,1,0,0
14.251601833,0,0,0,0
14.251670000,0,0,1,0
14.279735042,1,0,1,0
14.280407292,1,1,1,0
14.280472583,1,1,0,0
14.300934333,0,1,0,0
14.301507917,0,0,0,0
14.329735125,1,0,0,0
14.330413500,1,1,0,0
14.330483208,1,1,1,0
14.350934417,0,1,1,0
14.351516542,0,0,1,0
14.351585833,0,0,0,0
14.379735167,1,0,0,0
14.380319667,1,1,0,0
14.380391875,1,1,1,0
14.400934500,0,1,1,0
14.401594708,0,1,0,0
14.401620542,0,0,0,0
14.429736542,1,0,0,0
14.430426042,1,1,0,0
14.430500917,1,1,1,0
14.450934583,0,1,1,0
14.451526625,0,0,1,0
14.451603583,0,0,0,0
14.479735333,1,0,0,0
14.480332125,1,1,0,0
14.480409625,1,1,1,0
14.500934667,0,1,1,0
14.501612458,0,1,0,0
14.501633042,0,0,0,0
14.529735417,1,0,0,0
14.530418458,1,0,1,0
14.530438500,1,1,1,0
14.550934750,0,1,1,0
14.551539125,0,0,1,0
14.579735458,1,0,1,0
14.580344583,1,1,1,0
14.600934833,0,1,1,0
14.601630167,0,1,0,0
14.601645500,0,0,0,0
14.629735583,1,0,0,0
14.630436417,1,0,1,0
14.630450958,1,1,1,0
14.650934875,0,1,1,0
14.651551583,0,0,1,0
14.679735667,1,0,1,0
14.680357083,1,1,1,0
14.700935000,0,1,1,0
14.701647875,0,1,0,0
14.701657958,0,0,0,0
14.729735708,1,0,0,0
14.730363333,1,1,0,0
14.750935042,0,1,0,0
14.751564208,0,0,0,0
14.751605958,0,0,0,1
14.751658583,0,0,1,1
14.779735792,1,0,1,1
14.780369708,1,1,1,1
14.780461042,1,1,0,1
14.800935125,0,1,0,1
14.801570583,0,0,0,1
14.801625083,0,0,0,0
14.829735875,1,0,0,0
14.830375917,1,1,0,0
14.830433625,1,1,0,1
14.850935208,0,1,0,1
14.851538917,0,1,0,0
14.851576542,0,0,0,0
14.879736042,1,0,0,0
14.880382000,1,1,0,0
14.880447083,1,1,0,1
14.900935292,0,1,0,1
14.901551833,0,1,0,0
14.901582750,0,0,0,0
14.929736042,1,0,0,0
14.930360375,1,0,0,1
14.930388250,1,1,0,1
14.950935375,0,1,0,1
14.951665458,0,1,0,0
14.951689167,0,0,0,0
14.979736083,1,0,0,0
14.980373833,1,0,0,1
14.980394458,1,1,0,1
15.000935458,0,1,0,1
15.001578750,0,1,0,0
15.001595250,0,0,0,0
15.029736125,1,0,0,0
15.030300833,1,1,0,0
15.030387292,1,1,0,1
15.050935500,0,1,0,1
15.051592625,0,1,0,0
15.051601500,0,0,0,0
15.079736292,1,0,0,0
15.080401250,1,0,0,1
15.080407083,1,1,0,1
15.100935625,0,1,0,1
15.101605667,0,1,0,0
15.101607708,0,0,0,0
15.129736333,1,0,0,0
15.130413125,1,1,0,0
15.130414125,1,1,0,1
15.150935667,0,1,0,1
15.151613958,0,0,0,1
15.151619125,0,0,0,0
15.179736417,1,0,0,0
15.180320542,1,1,0,0
15.180327750,1,1,0,1
15.200935875,0,1,0,1
15.201620208,0,0,0,1
15.201632583,0,0,0,0
15.229736500,1,0,0,0
15.230327875,1,1,0,0
15.230341792,1,1,0,1
15.250935833,0,1,0,1
15.251626458,0,0,0,1
15.251646042,0,0,0,0
15.279736625,1,0,0,0
15.280431875,1,1,0,0
15.280454542,1,1,0,1
15.300935917,0,1,0,1
15.301632667,0,0,0,1
15.301659500,0,0,0,0
15.329736667,1,0,0,0
15.330338292,1,1,0,0
15.330368125,1,1,0,1
15.350936000,0,1,0,1
15.351638917,0,0,0,1
15.351672958,0,0,0,0
15.379736750,1,0,0,0
15.380344542,1,1,0,0
15.380382167,1,1,0,1
15.400936083,0,1,0,1
15.401545292,0,0,0,1
15.401586542,0,0,0,0
15.429736833,1,0,0,0
15.430350750,1,1,0,0
15.430395125,1,1,0,1
15.450936167,0,1,0,1
15.451600125,0,1,0,0
15.451651375,0,0,0,0
15.479736917,1,0,0,0
15.480408500,1,0,0,1
15.480456875,1,1,0,1
15.500937542,0,1,0,1
15.501613458,0,1,0,0
15.501657625,0,0,0,0
15.529737000,1,0,0,0
15.530422000,1,0,0,1
15.530463083,1,1,0,1
15.550936333,0,1,0,1
15.551526750,0,1,0,0
15.551564000,0,0,0,0
15.579737042,1,0,0,0
15.580435458,1,0,0,1
15.580469375,1,1,0,1
15.600936417,0,1,0,1
15.601540208,0,1,0,0
15.601570250,0,0,0,0
15.629737125,1,0,0,0
15.630348583,1,0,0,1
15.630375958,1,1,0,1
15.650937792,0,1,0,1
15.651653833,0,1,0,0
15.651676333,0,0,0,0
15.679737250,1,0,0,0
15.680462917,1,0,0,1
15.680481792,1,1,0,1
15.700936583,0,1,0,1
15.701567208,0,1,0,0
15.701582708,0,0,0,0
15.729737292,1,0,0,0
15.730375625,1,0,0,1
15.730388167,1,1,0,1
15.750940208,0,1,0,1
15.751580583,0,1,0,0
15.751588958,0,0,0,0
15.779737333,1,0,0,0
15.780389125,1,0,0,1
15.780394458,1,1,0,1
15.800936750,0,1,0,1
15.801594042,0,1,0,0
15.801595208,0,0,0,0
15.829737500,1,0,0,0
15.830400667,1,1,0,0
15.830402333,1,1,0,1
15.850936833,0,1,0,1
15.851601458,0,0,0,1
15.851608042,0,0,0,0
15.879737583,1,0,0,0
15.880316542,1,0,0,1
15.880406875,1,1,0,1
15.900936917,0,1,0,1
15.901607667,0,0,0,1
15.901620958,0,0,0,0
15.929737708,1,0,0,0
15.930413083,1,1,0,0
15.930429708,1,1,0,1
15.950937000,0,1,0,1
15.951534542,0,1,0,0
15.979737708,1,1,0,0
15.980417750,1,0,0,0
15.980442958,1,0,0,1
16.000937083,0,0,0,1
16.001548000,0,0,0,0
16.029737792,1,0,0,0
16.030425583,1,1,0,0
16.030456375,1,1,0,1
16.050937167,0,1,0,1
16.051561458,0,1,0,0
16.079737917,1,1,0,0
16.080430208,1,0,0,0
16.080469875,1,0,0,1
16.100937250,0,0,0,1
16.101634250,0,1,0,1
16.101677875,0,1,0,0
16.129738000,1,1,0,0
16.130383500,1,1,0,1
16.150937375,0,1,0,1
16.151600208,0,1,1,1
16.151638875,0,0,1,1
16.151688250,0,0,1,0
16.179738083,1,0,1,0
16.200937417,0,0,1,0
16.201603625,0,0,1,1
16.201613875,0,0,0,1
16.201646542,0,1,0,1
16.229738125,1,1,0,1
16.230319667,1,1,1,1
16.250938833,0,1,1,1
16.251615292,0,1,1,0
16.251622750,0,1,0,0
16.251651333,0,0,0,0
16.279738292,1,0,0,0
16.280423833,1,0,0,1
16.280428958,1,0,1,1
16.280456833,1,1,1,1
16.300937625,0,1,1,1
16.301628792,0,1,1,0
16.301631625,0,1,0,0
16.301657583,0,0,0,0
16.329738375,1,0,0,0
16.330337417,1,0,1,0
16.350939000,0,0,1,0
16.351640458,0,0,0,0
16.351643833,0,0,0,1
16.351644000,0,0,0,0
16.351644042,0,0,0,1
16.351665500,0,1,0,1
16.379738417,1,1,0,1
16.380446417,1,1,1,1
16.380449125,1,1,1,0
16.380467667,1,0,1,0
16.400937750,0,0,1,0
16.401549167,0,0,0,0
16.429738500,1,0,0,0
16.430355333,1,0,1,0
16.450939167,0,0,1,0
16.451658208,0,0,0,0
16.451670708,0,0,0,1
16.451677958,0,1,0,1
16.479738583,1,1,0,1
16.480464167,1,1,1,1
16.500937917,0,1,1,1
16.501566875,0,1,0,1
16.529738583,1,1,0,1
16.530372875,1,1,1,1
16.550938000,0,1,1,1
16.551576625,0,1,0,1
16.579738708,1,1,0,1
16.580381708,1,1,1,1
16.600939417,0,1,1,1
16.601684792,0,1,0,1
16.601695042,0,0,0,1
16.629738833,1,0,0,1
16.630390625,1,0,1,1
16.650938167,0,0,1,1
16.651593458,0,0,0,1
16.679738917,1,0,0,1
16.680400333,1,0,1,1
16.700938250,0,0,1,1
16.701602333,0,0,0,1
16.729738958,1,0,0,1
16.730408583,1,0,1,1
16.750939667,0,0,1,1
16.751611208,0,0,0,1
16.779739083,1,0,0,1
16.780318208,1,0,1,1
16.800939750,0,0,1,1
16.801620042,0,0,0,1
16.829739125,1,0,0,1
16.830326208,1,0,1,1
16.850938500,0,0,1,1
16.851628917,0,0,0,1
16.879739250,1,0,0,1
16.880335125,1,0,1,1
16.900942417,0,0,1,1
16.901538792,0,0,0,1
16.929740667,1,0,0,1
16.930443500,1,0,1,1
16.950938667,0,0,1,1
16.951646667,0,0,0,1
16.979739417,1,0,0,1
16.980353833,1,0,1,1
17.000938750,0,0,1,1
17.001655500,0,0,0,1
17.029739458,1,0,0,1
17.030461458,1,0,1,1
17.050938833,0,0,1,1
17.051564667,0,0,0,1
17.079739583,1,0,0,1
17.080470375,1,0,1,1
17.100938917,0,0,1,1
17.101573375,0,0,0,1
17.129739708,1,0,0,1
17.130479000,1,0,1,1
17.150939042,0,0,1,1
17.151582250,0,0,0,1
17.179739792,1,0,0,1
17.180388208,1,0,1,1
17.180388375,1,0,0,1
17.180388458,1,0,1,1
17.200939083,0,0,1,1
17.201591083,0,0,0,1
17.229739833,1,0,0,1
17.230397083,1,0,1,1
17.250939167,0,0,1,1
17.251599958,0,0,0,1
17.279739875,1,0,0,1
17.280405958,1,0,1,1
17.300939250,0,0,1,1
17.301609708,0,0,0,1
17.329739958,1,0,0,1
17.330414917,1,0,1,1
17.350939333,0,0,1,1
17.351617667,0,0,0,1
17.379740125,1,0,0,1
17.380423667,1,0,1,1
17.400939417,0,0,1,1
17.401626542,0,0,0,1
17.429740208,1,0,0,1
17.430432542,1,0,1,1
17.430432667,1,0,0,1
17.430432750,1,0,1,1
17.450939583,0,0,1,1
17.451635417,0,0,0,1
17.479740417,1,0,0,1
17.480441375,1,0,1,1
17.500939792,0,0,1,1
17.501644292,0,0,0,1
17.529740667,1,0,0,1
17.530350083,1,0,1,1
17.550941333,0,0,1,1
17.551653125,0,0,0,1
17.551658417,0,0,0,0
17.579740833,1,0,0,0
17.580458958,1,0,1,0
17.600940208,0,0,1,0
17.601580250,0,0,1,1
17.601662000,0,0,0,1
17.629741042,1,0,0,1
17.630467958,1,0,1,1
17.630468167,1,0,0,1
17.630468208,1,0,1,1
17.630485375,1,0,1,0
17.650940458,0,0,1,0
17.651595500,0,0,1,1
17.651670875,0,0,0,1
17.679741250,1,0,0,1
17.680376708,1,0,1,1
17.680398958,1,0,1,0
17.700940625,0,0,1,0
17.701579542,0,0,0,0
17.701607167,0,0,0,1
17.729741500,1,0,0,1
17.730312250,1,0,0,0
17.730385542,1,0,1,0
17.750940833,0,0,1,0
17.751588750,0,0,0,0
17.751620583,0,0,0,1
17.779741667,1,0,0,1
17.780325708,1,0,0,0
17.780394458,1,0,1,0
17.800941000,0,0,1,0
17.801497417,0,0,0,0
17.801533917,0,0,0,1
17.829741792,1,0,0,1
17.830403250,1,0,1,1
17.830439333,1,0,1,0
17.850941167,0,0,1,0
17.851606125,0,0,0,0
17.851647542,0,0,0,1
17.879741958,1,0,0,1
17.880412125,1,0,1,1
17.880452792,1,0,1,0
17.900941333,0,0,1,0
17.901615000,0,0,0,0
17.901661000,0,0,0,1
17.929742125,1,0,0,1
17.930421000,1,0,1,1
17.930466292,1,0,1,0
17.950941500,0,0,1,0
17.951575167,0,0,1,1
17.951623875,0,0,0,1
17.979742333,1,0,0,1
17.980329958,1,0,1,1
17.980379542,1,0,1,0
18.000941667,0,0,1,0
18.001532875,0,0,0,0
18.001587750,0,0,0,1
18.029742417,1,0,0,1
18.030438708,1,0,1,1
18.030493208,1,0,1,0
18.050941833,0,0,1,0
18.051601167,0,0,1,1
18.051641583,0,0,0,1
18.079742583,1,0,0,1
18.080406458,1,0,0,0
18.080447583,1,0,1,0
18.100942000,0,0,1,0
18.101614625,0,0,1,1
18.101651333,0,0,0,1
18.129742792,1,0,0,1
18.130320583,1,0,0,0
18.130356625,1,0,1,0
18.150942167,0,0,1,0
18.151628583,0,0,1,1
18.151659292,0,0,1,1
